timestamp_utc,ticker,price_close,next_price_close,return_1h_pct,market_direction,sentiment_score,sentiment_direction,is_match
2026-03-25T13:30:00Z,JPM,295.57,294.97,-0.203,-1.0,-0.18,-1,1
2026-03-25T14:30:00Z,JPM,294.97,295.02,0.0169,0.0,-0.074,0,1
2026-03-25T15:30:00Z,JPM,295.02,295.095,0.0254,0.0,0.438,1,0
2026-03-25T16:30:00Z,JPM,295.095,295.03,-0.022,0.0,0.022,0,1
2026-03-25T17:30:00Z,JPM,295.03,295.15,0.0407,1.0,0.214,1,1
2026-03-25T18:30:00Z,JPM,295.15,295.47,0.1084,1.0,-0.251,-1,0
2026-03-25T19:30:00Z,JPM,295.47,293.93,-0.5212,-1.0,0.037,0,0
2026-03-26T13:30:00Z,JPM,293.93,292.74,-0.4049,-1.0,0.038,0,0
2026-03-26T14:30:00Z,JPM,292.74,291.2179,-0.5199,-1.0,-0.937,-1,1
2026-03-26T15:30:00Z,JPM,291.2179,291.075,-0.0491,-1.0,-0.933,-1,1
2026-03-26T16:30:00Z,JPM,291.075,291.44,0.1254,1.0,-0.048,0,0
2026-03-26T17:30:00Z,JPM,291.44,291.8528,0.1416,1.0,-0.113,-1,0
2026-03-26T18:30:00Z,JPM,291.8528,291.71,-0.0489,-1.0,-0.312,-1,1
2026-03-26T19:30:00Z,JPM,291.71,285.615,-2.0894,-1.0,0.941,1,0
2026-03-27T13:30:00Z,JPM,285.615,285.98,0.1278,1.0,-0.222,-1,0
2026-03-27T14:30:00Z,JPM,285.98,284.68,-0.4546,-1.0,0.177,1,0
2026-03-27T15:30:00Z,JPM,284.68,283.855,-0.2898,-1.0,-0.883,-1,1
2026-03-27T16:30:00Z,JPM,283.855,282.88,-0.3435,-1.0,-0.464,-1,1
2026-03-27T17:30:00Z,JPM,282.88,283.41,0.1874,1.0,0.573,1,1
2026-03-27T18:30:00Z,JPM,283.41,282.74,-0.2364,-1.0,-0.947,-1,1
2026-03-27T19:30:00Z,JPM,282.74,285.0,0.7993,1.0,0.839,1,1
2026-03-30T13:30:00Z,JPM,285.0,286.48,0.5193,1.0,0.092,0,0
2026-03-30T14:30:00Z,JPM,286.48,285.935,-0.1902,-1.0,0.3,1,0
2026-03-30T15:30:00Z,JPM,285.935,285.13,-0.2815,-1.0,0.055,0,0
2026-03-30T16:30:00Z,JPM,285.13,284.31,-0.2876,-1.0,-0.728,-1,1
2026-03-30T17:30:00Z,JPM,284.31,282.49,-0.6401,-1.0,0.019,0,0
2026-03-30T18:30:00Z,JPM,282.49,283.85,0.4814,1.0,0.745,1,1
2026-03-30T19:30:00Z,JPM,283.85,289.6825,2.0548,1.0,0.486,1,1
2026-03-31T13:30:00Z,JPM,289.6825,289.14,-0.1873,-1.0,-0.039,0,0
2026-03-31T14:30:00Z,JPM,289.14,290.41,0.4392,1.0,0.626,1,1
2026-03-31T15:30:00Z,JPM,290.41,294.21,1.3085,1.0,0.36,1,1
2026-03-31T16:30:00Z,JPM,294.21,294.065,-0.0493,-1.0,-0.797,-1,1
2026-03-31T17:30:00Z,JPM,294.065,293.8801,-0.0629,-1.0,-0.077,0,0
2026-03-31T18:30:00Z,JPM,293.8801,294.17,0.0987,1.0,0.787,1,1
2026-03-31T19:30:00Z,JPM,294.17,294.535,0.1241,1.0,0.856,1,1
2026-04-01T13:30:00Z,JPM,294.535,297.4118,0.9767,1.0,0.309,1,1
2026-04-01T14:30:00Z,JPM,297.4118,296.25,-0.3906,-1.0,0.188,1,0
2026-04-01T15:30:00Z,JPM,296.25,296.0175,-0.0785,-1.0,-0.324,-1,1
2026-04-01T16:30:00Z,JPM,296.0175,294.07,-0.6579,-1.0,-0.257,-1,1
2026-04-01T17:30:00Z,JPM,294.07,295.27,0.4081,1.0,-0.809,-1,0
2026-04-01T18:30:00Z,JPM,295.27,295.37,0.0339,1.0,0.647,1,1
2026-04-01T19:30:00Z,JPM,295.37,291.37,-1.3542,-1.0,-0.696,-1,1
2026-04-02T13:30:00Z,JPM,291.37,293.93,0.8786,1.0,0.098,0,0
2026-04-02T14:30:00Z,JPM,293.93,293.3,-0.2143,-1.0,0.91,1,0
2026-04-02T15:30:00Z,JPM,293.3,294.865,0.5336,1.0,-0.056,0,0
2026-04-02T16:30:00Z,JPM,294.865,294.26,-0.2052,-1.0,-0.749,-1,1
2026-04-02T17:30:00Z,JPM,294.26,294.24,-0.0068,0.0,0.478,1,0
2026-04-02T18:30:00Z,JPM,294.24,294.73,0.1665,1.0,0.508,1,1
2026-04-02T19:30:00Z,JPM,294.73,294.6,-0.0441,-1.0,-0.75,-1,1
2026-04-02T20:00:00Z,JPM,294.6,,,,,-1,0
